"namespace","key","English (source — do not edit)","Ukrainian (edit this column)"
"readings","readings.arcana-15.future","Be watchful. An attachment or temptation is approaching that will feel good in the short term and cost you in the long run. You'll know it when you see it.","Будь пильним. Наближається прив'язаність чи спокуса, яка смакуватиме в короткій перспективі й дорого коштуватиме в довгій. Ти впізнаєш її, коли побачиш."
"readings","readings.arcana-16.keywords","upheaval, revelation, sudden change, breakdown","потрясіння, одкровення, раптова зміна, крах"
"readings","readings.arcana-16.meaning","The Tower gets struck by lightning and everything comes down. This isn't gentle change — it's the kind that shatters what was built on a shaky foundation. It's brutal. It's also necessary.","У Вежу б'є блискавка, і все валиться. Це не м'яка зміна — це та, що розбиває збудоване на хиткій основі. Брутально. І необхідно."
"readings","readings.arcana-16.past","Something collapsed suddenly — a belief, a structure, a relationship. It was devastating at the time. It was also the most honest thing that could have happened.","Щось раптово впало — переконання, структура, стосунки. На той момент було руйнівно. І водночас — найчесніше, що могло статися."
"readings","readings.arcana-16.present","Things are falling apart. Let them. What crumbles now wasn't solid to begin with. The destruction is clearing the ground for something real.","Усе розвалюється. Хай розвалюється. Те, що зараз падає, не було міцним із самого початку. Руйнація розчищає ґрунт для справжнього."
"readings","readings.arcana-16.future","A sudden disruption is ahead. You can't prevent it, but you can choose what you build afterward. The old structure won't survive — and that's the point.","Попереду раптовий збій. Ти не можеш його відвернути, але можеш обрати, що будувати після. Стара структура не вистоїть — у цьому й суть."
"readings","readings.arcana-17.keywords","hope, faith, renewal, inspiration","надія, віра, оновлення, натхнення"
"readings","readings.arcana-17.meaning","The Star comes after the Tower — calm after the storm. Naked, vulnerable, pouring water onto the earth and into the pool. This is quiet hope, the kind that returns when the worst is over.","Зірка приходить після Вежі — спокій після бурі. Оголена, вразлива, виливає воду на землю й у водойму. Це тиха надія, що повертається, коли найгірше позаду."
"readings","readings.arcana-17.past","After a period of darkness, hope returned. That moment of renewal — fragile but real — set you on a better path.","Після періоду темряви надія повернулася. Та мить оновлення — крихка, але справжня — вивела тебе на кращий шлях."
"readings","readings.arcana-17.present","Breathe. The worst has passed. This is a time for healing, for reconnecting with what inspires you. Let yourself feel hopeful again.","Дихай. Найгірше минуло. Це час зцілення, час знову з'єднатися з тим, що надихає. Дозволь собі знову почуватися з надією."
"readings","readings.arcana-17.future","Renewal is coming. After the upheaval, after the struggle — a clear, starlit night. You'll find your faith again.","Наближається оновлення. Після потрясіння, після боротьби — ясна, зоряна ніч. Ти віднайдеш свою віру знову."
"readings","readings.arcana-18.keywords","illusion, fear, anxiety, subconscious","ілюзія, страх, тривога, підсвідомість"
"readings","readings.arcana-18.meaning","The Moon lights up a strange landscape — nothing is quite what it seems. Fears, illusions, things half-seen in the dark. This card says: what you're afraid of may not be real, but the fear itself needs attention.","Місяць освітлює дивний ландшафт — нічого не є тим, чим здається. Страхи, ілюзії, речі, побачені наполовину в темряві. Ця карта каже: те, чого ти боїшся, може бути несправжнім, але сам страх потребує уваги."
"readings","readings.arcana-18.past","A period of confusion or deception colored your experience. Things weren't as they appeared, and the uncertainty left a mark.","Період плутанини чи обману забарвив досвід. Речі не були такими, як здавалися, і невизначеність залишила слід."
"readings","readings.arcana-18.present","Trust is shaky right now. Something feels off, and you can't quite pin it down. Don't make big decisions in this fog — wait for clarity.","Довіра хитка зараз. Щось відчувається не так, і не можеш точно вказати. Не ухвалюй великих рішень у цій імлі — чекай ясності."
"readings","readings.arcana-18.future","A period of uncertainty is ahead. Not everything will be as it appears. Keep your wits about you and don't let anxiety drive your choices.","Попереду період невизначеності. Не все буде таким, як виглядатиме. Тримай голову при собі й не дозволяй тривозі керувати вибором."
"readings","readings.arcana-19.keywords","joy, success, vitality, clarity","радість, успіх, життєва сила, ясність"
"readings","readings.arcana-19.meaning","The Sun shines without apology. Warmth, clarity, simple happiness — the kind that doesn't need to justify itself. After the Moon's confusion, this is daylight. Everything is visible and good.","Сонце світить без вибачень. Тепло, ясність, проста радість — така, що не потребує виправдання. Після плутанини Місяця це — денне світло. Усе видно, і все добре."
"readings","readings.arcana-19.past","There was a time of genuine happiness — uncomplicated joy that lit everything up. That warmth is part of your story and can be returned to.","Був час справжнього щастя — невинної радості, що осяяла все. Те тепло — частина твоєї історії, і до нього можна повертатися."
"readings","readings.arcana-19.present","Things are good. Really good. Let yourself enjoy it without waiting for the other shoe to drop. This is your moment in the sun.","Усе добре. Справді добре. Дозволь собі насолодитися цим, не чекаючи підступу. Це твоя мить на сонці."
"readings","readings.arcana-19.future","Bright days ahead. Success, clarity, and warmth are coming. Whatever you've been working toward is about to step into the light.","Яскраві дні попереду. Успіх, ясність і тепло наближаються. Те, до чого йшов, ось-ось вийде на світло."
"readings","readings.arcana-20.keywords","reflection, reckoning, awakening, absolution","рефлексія, розплата, пробудження, звільнення"
"readings","readings.arcana-20.meaning","Judgement calls everyone to rise. This isn't external judgment — it's the moment you look at your whole life and decide what stays and what's released. A final reckoning before a new beginning.","Суд кличе всіх повстати. Це не зовнішній суд — це мить, коли дивишся на все життя і вирішуєш, що залишається, а що відпускається. Остаточна розплата перед новим початком."
"readings","readings.arcana-20.past","A moment of deep reckoning changed your direction. You looked honestly at where you'd been and made a choice about where to go next.","Мить глибокої розплати змінила напрямок. Ти чесно подивився, де був, і обрав, куди йти далі."
"readings","readings.arcana-20.present","You're being called to account — by yourself, not others. What have you learned? What needs to be forgiven? Answer honestly and you'll be free.","Тебе кличуть до відповіді — собою, не іншими. Чого навчився? Що треба пробачити? Відповідай чесно — і будеш вільним."
"readings","readings.arcana-20.future","An awakening is ahead. Not sudden like the Tower, but deep and deliberate. You'll see your path with new clarity and know exactly what to do.","Попереду пробудження. Не раптове, як Вежа, а глибоке й свідоме. Ти побачиш свій шлях з новою ясністю й точно знатимеш, що робити."
"readings","readings.arcana-21.keywords","completion, integration, accomplishment, wholeness","завершення, інтеграція, звершення, цілісність"
"readings","readings.arcana-21.meaning","The World is the final card — the dance at the end of the journey. Everything has come full circle. A chapter is complete, and you stand whole within it. Celebrate before you begin again.","Світ — остання карта, танець на кінці подорожі. Усе пройшло повне коло. Розділ завершений, і ти стоїш цілим у ньому. Святкуй, перш ніж почати знову."
"readings","readings.arcana-21.past","A cycle completed. Something you worked toward for a long time finally came together. That accomplishment is real — own it.","Цикл завершився. Те, до чого довго йшов, нарешті склалося. Те досягнення справжнє — володій ним."
"readings","readings.arcana-21.present","You're at the end of a major chapter. Integration, completion, the feeling of having arrived. Pause and take it in before the next cycle begins.","Ти в кінці великого розділу. Інтеграція, завершення, відчуття прибуття. Зупинися і прийми, перш ніж почнеться наступний цикл."
"readings","readings.arcana-21.future","Completion is approaching. The long road you've been on is reaching its destination. What awaits is wholeness and the satisfaction of a journey finished.","Завершення наближається. Довгий шлях, яким ти йшов, сягає місця призначення. На тебе чекає цілісність і задоволення від завершеної подорожі."
"readings","readings.chalices-1.keywords","new love, emotional beginning, intuition, compassion","нова любов, емоційний початок, інтуїція, співчуття"
"readings","readings.chalices-1.meaning","The Ace of Chalices is a cup overflowing. A new emotional beginning — love, creative inspiration, or a spiritual opening. Something is being offered to you. Open your hands.","Туз Кубків — чаша, що переповнюється. Новий емоційний початок — любов, творче натхнення чи духовне відкриття. Тобі щось пропонують. Відкрий руки."
"readings","readings.chalices-1.past","An emotional door opened — new love, a creative spark, or a spiritual awakening. That opening changed the course of your inner life.","Відчинилися емоційні двері — нова любов, творча іскра або духовне пробудження. Те відкриття змінило хід внутрішнього життя."
"readings","readings.chalices-1.present","Something new is stirring in your heart. A feeling, a connection, a creative impulse. Don't analyze it — receive it.","У серці прокидається щось нове. Почуття, зв'язок, творчий поштовх. Не аналізуй — прийми."
"readings","readings.chalices-1.future","An emotional gift is on its way. New love, deep inspiration, or a moment of pure connection. Be open to what arrives.","Емоційний дарунок уже в дорозі. Нова любов, глибоке натхнення чи мить чистого зв'язку. Будь відкритим до того, що прийде."
"readings","readings.chalices-2.keywords","partnership, mutual attraction, connection, harmony","партнерство, взаємне тяжіння, зв'язок, гармонія"
"readings","readings.chalices-2.meaning","Two cups raised in mutual recognition. This is partnership at its simplest — two people seeing each other clearly and choosing to connect. Equal exchange, no games.","Дві чаші підняті у взаємному визнанні. Це партнерство в найпростішому вигляді — двоє бачать одне одного ясно й обирають з'єднатися. Рівний обмін, без ігор."
"readings","readings.chalices-2.past","A meaningful partnership shaped you — romantic or otherwise. The mutual respect and genuine connection left a lasting impression.","Значуще партнерство сформувало тебе — романтичне чи інше. Взаємна повага й щирий зв'язок залишили тривале враження."
"readings","readings.chalices-2.present","A connection is forming based on real mutual attraction. This is balanced, honest, and worth investing in.","Формується зв'язок, заснований на справжньому взаємному потягу. Він збалансований, чесний і вартий вкладу."
"readings","readings.chalices-2.future","A significant partnership is ahead. Someone will meet you where you are — no pretense, no imbalance. Just honest connection.","Попереду важливе партнерство. Хтось зустріне тебе там, де ти є — без удавань, без перекосу. Просто чесний зв'язок."
"readings","readings.chalices-3.keywords","celebration, friendship, community, joy","святкування, дружба, спільнота, радість"
"readings","readings.chalices-3.meaning","Three cups raised in celebration. Friends, community, shared joy. This card is a party — not a wild one, but the kind where you look around and realize you're surrounded by people who actually care.","Три чаші підняті на честь святкування. Друзі, спільнота, спільна радість. Ця карта — свято. Не буйне, а те, на якому озираєшся і розумієш, що поряд справді близькі люди."
"readings","readings.chalices-3.past","A celebration or gathering brought genuine joy. The community around you at that time lifted you up in ways that mattered.","Свято чи зібрання принесло справжню радість. Спільнота навколо тебе тоді піднесла так, як мало що могло."
"readings","readings.chalices-3.present","Celebrate what you have. Call the friends, raise a glass, enjoy the moment. Not everything needs to be heavy or meaningful — sometimes joy is enough.","Святкуй те, що маєш. Клич друзів, піднімай келих, насолоджуйся миттю. Не все має бути важким і значущим — іноді радості досить."
"readings","readings.chalices-3.future","A gathering or celebration is ahead. Good company, shared happiness, the warmth of belonging. Let yourself enjoy it.","Зібрання чи свято попереду. Гарна компанія, спільна радість, тепло приналежності. Дозволь собі насолодитися."
"readings","readings.chalices-4.keywords","apathy, contemplation, disconnection, missed opportunity","байдужість, роздуми, відчуженість, втрачена можливість"
"readings","readings.chalices-4.meaning","Four cups — three on the ground, one being offered by a hand from a cloud. But the figure sits with crossed arms, too bored or brooding to notice. What you're looking for might already be in front of you.","Чотири чаші — три на землі, одна запропонована рукою з хмари. Але постать сидить зі складеними руками, надто знуджена чи занурена в себе. Те, що шукаєш, можливо, вже перед тобою."
"readings","readings.chalices-4.past","You missed something because you were too caught up in what you didn't have. An opportunity or connection went unnoticed while you were focused elsewhere.","Ти проґавив щось, бо був надто захоплений тим, чого не мав. Можливість чи зв'язок лишилися непоміченими, поки увага була в іншому місці."
"readings","readings.chalices-4.present","Boredom or dissatisfaction is clouding your vision. There's an offer on the table you're not seeing. Look up.","Нудьга чи невдоволення затьмарюють погляд. На столі є пропозиція, якої не бачиш. Підніми очі."
"readings","readings.chalices-4.future","Be careful not to overlook what's being offered. Discontent can blind you to real gifts. The fourth cup is there — you just need to reach for it.","Обережно, щоб не оминути те, що пропонують. Невдоволення може засліпити на справжні дари. Четверта чаша там — треба лише простягнути руку."
"readings","readings.chalices-5.keywords","grief, loss, regret, disappointment","горе, втрата, жаль, розчарування"
"readings","readings.chalices-5.meaning","Five cups — three spilled, two still standing. The figure stares at the loss, back turned to what remains. Grief is real, but so is what survived. The question is which cups you focus on.","П'ять чаш — три розлиті, дві стоять. Постать дивиться на втрату, спиною до того, що лишилося. Горе справжнє, як і те, що вціліло. Питання — на яких чашах зосередитися."
"readings","readings.chalices-5.past","A loss hit hard, and you spent time mourning what was gone. That grief was valid — but it may have kept you from seeing what was left.","Втрата вдарила сильно, і ти провів час, оплакуючи втрачене. Те горе було справедливим — але могло заступити вид на те, що лишилося."
"readings","readings.chalices-5.present","You're focused on what went wrong. That's understandable. But turn around — not everything is lost. Two cups still stand.","Зосередження на тому, що пішло не так. Це зрозуміло. Але обернися — не все втрачено. Дві чаші ще стоять."
"readings","readings.chalices-5.future","A disappointment is ahead, but it won't take everything. Allow yourself to grieve, then look at what remains. It's more than you think.","Попереду розчарування, але воно не забере всього. Дозволь собі сумувати, потім подивися на те, що лишилося. Більше, ніж здається."
"readings","readings.chalices-6.keywords","nostalgia, memories, innocence, reunion","ностальгія, спогади, невинність, возз'єднання"
"readings","readings.chalices-6.meaning","Six cups filled with flowers, a scene from childhood. This card smells like your grandmother's house. Nostalgia, old memories, the sweetness of simpler times. Just be careful not to live there.","Шість чаш, повних квітів, сцена з дитинства. Ця карта пахне бабусиним домом. Ностальгія, старі спогади, солодкість простіших часів. Лише не залишайся там."
"readings","readings.chalices-6.past","A memory or a person from your past played a significant role. That innocence and warmth shaped you in ways you might not fully appreciate.","Спогад чи людина з минулого зіграли значну роль. Та невинність і тепло сформували тебе способами, які ти, можливо, не цілком цінуєш."
"readings","readings.chalices-6.present","The past is calling — an old friend, a memory, a place you used to know. It's okay to revisit, but remember: you can't move forward looking backward.","Минуле кличе — давній друг, спогад, місце, яке ти колись знав. Можна повернутися, але пам'ятай: назад дивлячись, уперед не підеш."
"readings","readings.chalices-6.future","Someone or something from your past will reappear. A reunion, a memory resurfacing, or a return to something familiar. Enjoy it, but stay grounded in the present.","Хтось або щось із минулого з'явиться знову. Возз'єднання, спогад, повернення до звичного. Насолоджуйся, але тримайся теперішнього."
"readings","readings.chalices-7.keywords","fantasy, illusion, wishful thinking, choices","фантазія, ілюзія, мрії, вибір"
"readings","readings.chalices-7.meaning","Seven cups float in the clouds — each one a fantasy, a wish, a distraction. Castles, jewels, dragons, a veiled figure. Tempting, but none of it is real yet. Choose one and make it solid, or keep dreaming forever.","Сім чаш ширяють у хмарах — кожна фантазія, бажання, відволікання. Замки, коштовності, дракони, постать під вуаллю. Спокусливо, та нічого з цього ще не справжнє. Обери одну й зроби її реальною — або мрій далі."
"readings","readings.chalices-7.past","Too many options or fantasies scattered your focus. You spent time chasing illusions instead of committing to something real.","Забагато варіантів чи фантазій розпорошили увагу. Час ішов на переслідування ілюзій замість зобов'язання справжньому."
"readings","readings.chalices-7.present","You're lost in possibilities. Some are genuine, most are smoke. Get honest about what you actually want — then commit to it.","Ти загубився в можливостях. Деякі справжні, більшість — дим. Будь чесним щодо того, чого насправді хочеш — і зобов'яжися цьому."
"readings","readings.chalices-7.future","A dazzling array of options will present themselves. Most are distractions. Discernment will be your most valuable skill.","Перед тобою постане сліпуча низка варіантів. Більшість — відволікання. Розсудливість стане найціннішим умінням."
"readings","readings.chalices-8.keywords","departure, withdrawal, letting go, searching","відхід, відступ, відпускання, пошук"
"readings","readings.chalices-8.meaning","Eight cups stacked neatly, a figure walking away under a crescent moon. Something is being left behind — not because it's bad, but because it's not enough anymore. This is a quiet, necessary departure.","Вісім чаш акуратно складені, постать іде геть під місячним серпом. Щось залишається позаду — не тому, що погане, а тому, що його вже недостатньо. Це тихий, необхідний відхід."
"readings","readings.chalices-8.past","You walked away from something that looked fine from the outside but felt empty within. That departure took courage, even if no one understood it.","Ти пішов від того, що виглядало нормально ззовні, але було порожнім усередині. Той відхід вимагав сміливості, навіть якщо ніхто не зрозумів."
"readings","readings.chalices-8.present","Something isn't filling you anymore. The cups are there, but they're not enough. It's time to walk away and look for what's missing.","Щось більше не наповнює. Чаші є, але їх замало. Час піти й шукати те, чого бракує."
"readings","readings.chalices-8.future","You'll reach a point where you outgrow a situation. The departure will be quiet and deliberate — not dramatic, but deeply necessary.","Дійдеш до моменту, коли переростеш ситуацію. Відхід буде тихим і свідомим — не драматичним, але глибоко необхідним."
"readings","readings.chalices-9.keywords","contentment, satisfaction, gratitude, wish fulfilled","задоволення, насичення, вдячність, здійснене бажання"
"readings","readings.chalices-9.meaning","Nine cups displayed proudly, the figure sits with arms crossed and a satisfied grin. The wish card. What you wanted — you got it. Enjoy the moment of having enough.","Дев'ять чаш гордо виставлені, постать сидить зі схрещеними руками й задоволеною усмішкою. Карта бажання. Те, що хотів — отримав. Насолоджуйся миттю вистачання."
"readings","readings.chalices-9.past","A wish came true. A moment of genuine satisfaction when things lined up the way you hoped. That contentment was earned.","Бажання справдилося. Мить справжнього задоволення, коли все склалося так, як хотілося. Те вдоволення було заслуженим."
"readings","readings.chalices-9.present","Look at what you have. Really look. This is a moment of fulfillment — maybe not perfection, but genuine satisfaction. Let yourself enjoy it.","Подивися на те, що маєш. Справді подивися. Це мить здійснення — можливо, не ідеальна, але справжня. Дозволь собі насолодитися."
"readings","readings.chalices-9.future","A wish is about to be granted. Not in a fairy-tale way, but in the real, solid way that comes from work meeting luck. Savor it.","Бажання ось-ось здійсниться. Не по-казковому, а по-справжньому — коли праця зустрічає удачу. Смакуй це."
"readings","readings.chalices-10.keywords","harmony, family, happiness, emotional fulfillment","гармонія, сім'я, щастя, емоційне здійснення"
"readings","readings.chalices-10.meaning","Ten cups arched like a rainbow over a happy family. Emotional completion — love, belonging, the whole picture. This is what it looks like when the heart has everything it needs.","Десять чаш вигнуті, мов веселка, над щасливою родиною. Емоційне завершення — любов, приналежність, ціла картина. Так виглядає, коли серце має все потрібне."
"readings","readings.chalices-10.past","A time of deep emotional fulfillment — family, love, belonging. That experience of wholeness set a standard for what happiness can look like.","Час глибокого емоційного здійснення — сім'я, любов, приналежність. Той досвід цілісності задав стандарт того, як може виглядати щастя."
"readings","readings.chalices-10.present","Emotional abundance surrounds you. Family, love, connection — the full picture. Don't take it for granted. This is the thing people are chasing.","Емоційне багатство навколо тебе. Сім'я, любов, зв'язки — повна картина. Не сприймай це як належне. Це саме те, за чим гоняться інші."
"readings","readings.chalices-10.future","Lasting emotional fulfillment is ahead. Not a fleeting high, but the deep, steady happiness that comes from genuine connection and love.","Попереду тривале емоційне здійснення. Не миттєвий злет, а глибоке, стабільне щастя, що приходить від справжнього зв'язку й любові."
"readings","readings.chalices-page.keywords","creative spark, curiosity, sensitivity, new feelings","творча іскра, допитливість, чутливість, нові почуття"
"readings","readings.chalices-page.meaning","A young figure gazes at a cup with a fish leaping from it — surprised and enchanted. New emotional or creative stirrings, the sensitivity of someone just learning to feel deeply.","Молода постать дивиться на чашу, з якої вистрибує риба — здивовано й зачаровано. Нові емоційні чи творчі ворушіння, чутливість того, хто щойно вчиться глибоко відчувати."
"readings","readings.chalices-page.past","An early emotional experience awakened something in you. A first crush, a creative discovery, a moment of surprising tenderness.","Ранній емоційний досвід пробудив щось у тобі. Перше закохання, творче відкриття, мить несподіваної ніжності."
"readings","readings.chalices-page.present","A new feeling is emerging — tender, unformed, full of possibility. Approach it with curiosity, not skepticism. Let it develop.","Нове почуття виринає — ніжне, несформоване, повне можливостей. Підходь із цікавістю, а не скепсисом. Дай йому розвинутися."
"readings","readings.chalices-page.future","A message of the heart is coming. New creative inspiration or an emotional surprise that reawakens your sense of wonder.","Надходить послання серця. Нове творче натхнення чи емоційний сюрприз, що знову пробудить відчуття дива."
"readings","readings.chalices-knight.keywords","romance, charm, idealism, imagination","романтика, шарм, ідеалізм, уява"
"readings","readings.chalices-knight.meaning","The Knight of Chalices rides slowly, cup extended like an offering. The romantic, the poet, the one who follows the heart without question. Beautiful — just make sure it's grounded in reality.","Лицар Кубків їде повільно, чаша простягнута, мов подарунок. Романтик, поет, той, хто слідує за серцем без питань. Прекрасно — лише переконайся, що воно вкорінене в реальності."
"readings","readings.chalices-knight.past","A romantic pursuit or creative passion swept you along. The idealism was genuine, even if reality eventually complicated things.","Романтична гонитва чи творча пристрасть понесла тебе. Ідеалізм був щирим, навіть якщо реальність згодом ускладнила все."
"readings","readings.chalices-knight.present","Follow your heart — but keep one foot on the ground. A romantic or creative opportunity is presenting itself with great charm. Enjoy it, but stay awake.","Слідуй за серцем — але тримай одну ногу на землі. Романтична чи творча можливість з'являється з великим шармом. Насолоджуйся, але не засинай."
"readings","readings.chalices-knight.future","A romantic figure or creative opportunity approaches. It will be appealing and heartfelt. Just remember: charm and substance aren't always the same thing.","Наближається романтична фігура чи творча можливість. Буде привабливо й щиро. Просто пам'ятай: шарм і суть — не завжди одне й те саме."
"readings","readings.chalices-queen.keywords","compassion, emotional depth, intuition, nurturing","співчуття, емоційна глибина, інтуїція, турбота"
"readings","readings.chalices-queen.meaning","The Queen of Chalices sits at the water's edge, holding an ornate cup. She feels everything — and somehow doesn't drown. Deep emotional intelligence, compassion without losing herself.","Королева Кубків сидить біля води, тримаючи орнаментовану чашу. Вона відчуває все — і якимось чином не тоне. Глибокий емоційний інтелект, співчуття, що не втрачає себе."
"readings","readings.chalices-queen.past","A deeply compassionate figure influenced your life — someone who understood emotions intuitively and held space without judgment.","Глибоко співчутлива постать вплинула на твоє життя — той, хто інтуїтивно розумів емоції й давав простір без осуду."
"readings","readings.chalices-queen.present","Lead with empathy right now. The situation calls for emotional intelligence, not logic. Trust your feelings — they're reading the room better than your mind.","Зараз веди з емпатії. Ситуація потребує емоційного інтелекту, а не логіки. Довіряй почуттям — вони читають обстановку краще за розум."
"readings","readings.chalices-queen.future","You're growing into deeper emotional wisdom. The ability to feel deeply without being consumed is developing — and it will serve you well.","Ти зростаєш у глибшу емоційну мудрість. Здатність глибоко відчувати й не бути поглиненим розвивається — і послужить тобі."
"readings","readings.chalices-king.keywords","emotional maturity, diplomacy, calm, wisdom","емоційна зрілість, дипломатія, спокій, мудрість"
"readings","readings.chalices-king.meaning","The King of Chalices sits on his throne amid turbulent waters, perfectly calm. He feels everything but rules it rather than being ruled by it. Emotional mastery — deep water, steady hand.","Король Кубків сидить на троні посеред бурхливих вод, цілком спокійний. Він відчуває все, але керує, а не підкоряється. Емоційна майстерність — глибока вода, тверда рука."
"readings","readings.chalices-king.past","Emotional mastery was learned, likely through difficult experience. Someone — maybe you — learned to navigate deep feelings without capsizing.","Емоційну майстерність здобуто, ймовірно, через важкий досвід. Хтось — можливо, ти — навчився плавати в глибоких почуттях, не перекидаючись."
"readings","readings.chalices-king.present","Stay calm in the emotional current. You can feel deeply and still make wise decisions. Don't suppress — govern.","Залишайся спокійним у емоційній течії. Можна глибоко відчувати й водночас ухвалювати мудрі рішення. Не пригнічуй — керуй."
"readings","readings.chalices-king.future","Emotional maturity will be your greatest asset in what's coming. The waters will be deep, but you'll navigate them with skill.","Емоційна зрілість стане найбільшим активом у тому, що наближається. Води будуть глибокими, але ти пройдеш їх майстерно."
"readings","readings.swords-1.keywords","clarity, breakthrough, truth, new idea","ясність, прорив, істина, нова ідея"
"readings","readings.swords-1.meaning","The Ace of Swords cuts through the fog — one blade, one truth. A breakthrough in thinking, a flash of clarity, the moment when confusion parts and you see things as they are.","Туз Мечів прорізає туман — одне лезо, одна істина. Прорив у думанні, спалах ясності, мить, коли плутанина розсувається й бачиш усе таким, як є."
"readings","readings.swords-1.past","A moment of sudden clarity changed everything. An idea, a truth, a realization cut through the noise and gave you direction.","Мить раптової ясності все змінила. Ідея, істина, усвідомлення прорізалися крізь шум і дали напрямок."
"readings","readings.swords-1.present","The truth is available to you right now — sharp and clear. Cut through the confusion. Say what needs to be said. Think clearly.","Істина доступна зараз — гостра й чітка. Прорізай плутанину. Скажи те, що треба сказати. Думай ясно."
"readings","readings.swords-1.future","A breakthrough is coming. Mental clarity, a new idea, or a truth you've been circling will suddenly snap into focus.","Наближається прорив. Ментальна ясність, нова ідея чи істина, навколо якої кружляв, раптом стане на місце."
"readings","readings.swords-2.keywords","indecision, stalemate, avoidance, difficult choice","нерішучість, глухий кут, уникання, складний вибір"
"readings","readings.swords-2.meaning","A blindfolded figure holds two crossed swords, the sea calm behind them. Paralysis by analysis. Two options, no movement. The blindfold isn't ignorance — it's avoidance. Pick a sword.","Постать із пов'язкою на очах тримає два схрещених мечі, море спокійне позаду. Параліч аналізу. Два варіанти, жодного руху. Пов'язка — не незнання, а уникання. Обери меч."
"readings","readings.swords-2.past","A period of indecision kept you stuck. You couldn't — or wouldn't — choose, and the stalemate cost you time.","Період нерішучості тримав тебе на місці. Ти не міг — чи не хотів — обирати, і той глухий кут коштував часу."
"readings","readings.swords-2.present","You're avoiding a decision. The two options aren't going to resolve themselves. Remove the blindfold and choose.","Ти уникаєш рішення. Два варіанти самі не розв'яжуться. Зніми пов'язку і обери."
"readings","readings.swords-2.future","A difficult choice is ahead. The temptation will be to avoid it, to stay balanced between two sides. Don't. Choose and move.","Попереду складний вибір. Спокуса буде уникнути його, залишитися посередині. Не піддавайся. Обери й рухайся."
"readings","readings.swords-3.keywords","heartbreak, sorrow, grief, painful truth","розбите серце, печаль, горе, болюча істина"
"readings","readings.swords-3.meaning","Three swords through a heart. There's no gentle way to read this — it's pain. Heartbreak, betrayal, a truth that cuts. But the rain clears. This is the wound, not the whole story.","Три мечі крізь серце. Немає м'якого способу прочитати це — це біль. Розбите серце, зрада, істина, що ріже. Але дощ минає. Це рана, а не вся історія."
"readings","readings.swords-3.past","A deep hurt — betrayal, heartbreak, or a painful truth — left its mark. The wound may have healed, but the scar taught you something.","Глибокий біль — зрада, розбите серце чи болюча істина — лишив слід. Рана, можливо, загоїлася, але шрам навчив чогось."
"readings","readings.swords-3.present","Something is causing real pain. Don't minimize it or rush past it. Feel it fully, then let it begin to heal.","Щось завдає справжнього болю. Не применшуй і не поспішай повз. Відчуй повністю, тоді дай йому почати загоюватися."
"readings","readings.swords-3.future","A painful experience is ahead. It will hurt, but it will also be honest. Better a clean cut than a slow rot.","Попереду болючий досвід. Болітиме, але буде чесним. Краще чистий поріз, ніж повільне гниття."
"readings","readings.swords-4.keywords","rest, recovery, contemplation, retreat","відпочинок, відновлення, роздуми, усамітнення"
"readings","readings.swords-4.meaning","A figure lies on a stone slab, three swords on the wall, one beneath. Rest after battle. This isn't laziness — it's necessary recovery. Put down the sword. Your mind needs silence.","Постать лежить на кам'яній плиті, три мечі на стіні, один під нею. Відпочинок після бою. Це не лінь — це потрібне відновлення. Поклади меч. Розуму потрібна тиша."
"readings","readings.swords-4.past","A period of forced or chosen rest followed a difficult time. That pause was more productive than it felt — the mind healed in the quiet.","Період вимушеного чи обраного відпочинку настав після важкого часу. Та пауза була продуктивнішою, ніж здавалася — розум зцілився в тиші."
"readings","readings.swords-4.present","Rest. You've been fighting — mentally, emotionally, or both. The battle can wait. Recover your strength before the next round.","Відпочивай. Ти воював — ментально, емоційно чи і так і так. Бій може зачекати. Відновлюй сили перед наступним раундом."
